doi,title,authors,year,journal,type,core,review_status,domains,finding,dichotomy_use,limitation,url
10.22541/essoar.176235473.32635438/v1,"Evidence for plutonic magmatism in the Noachian clay-bearing crust of Nili Fossae, Mars",Adomas Valantinas; John F Mustard; Adriano Tullo; Michael Stephen Bramble; James Head,2025,,posted-content,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.22541/essoar.176235473.32635438/v1
10.22541/essoar.176495120.01406209/v1,Statistical study of Short Large-Amplitude Magnetic Structures (SLAMS) at Mars observed by MAVEN,Tsz Kiu Wong Chan; Tomas Karlsson; Sofia Bergman,2025,,posted-content,False,Discovery candidate — not screened,Magnetism; Atmosphere,,,,https://doi.org/10.22541/essoar.176495120.01406209/v1
10.3847/1538-3881/ad9c3c,Atmospheric Distribution and Escape of Odd Nitrogen on Mars,Hao 浩 Gu 顾; Xiaoshu 晓姝 Wu 吴; Jun 峻 Cui 崔; Xu 旭 Huang 黄; Wenlong 文龙 Li 李; Jinjin 金锦 Zhao 赵; Lei 磊 Li 李,2025,The Astronomical Journal,journal-article,False,Discovery candidate — not screened,Atmosphere,,,,https://doi.org/10.3847/1538-3881/ad9c3c
10.3847/1538-4357/ae11b3,Statistical Investigations of the Radial Interplanetary Magnetic Field Component Impact on the Magnetotail Current Sheet Structure of Mars: MAVEN Observations,Yuanzheng Wen; Zhaojin Rong; Hans Nilsson; Chi Zhang; Han-Wen Shen; Jiawei Gao,2025,The Astrophysical Journal,journal-article,False,Discovery candidate — not screened,Magnetism; Atmosphere,,,,https://doi.org/10.3847/1538-4357/ae11b3
10.3847/psj/adbaf0,Probing Lateral Density Variations in the Crust from Gravity and Topography: Applications to the Moon and Mars,Sander Goossens; Terence J. Sabaka,2025,The Planetary Science Journal,journal-article,False,Discovery candidate — not screened,Gravity and topography,,,,https://doi.org/10.3847/psj/adbaf0
10.5194/egusphere-egu24-10733,Tianwen-1 and MAVEN Observed Multiple Ion Escape Channels of Mars during an Interplanetary Coronal Mass Ejection,Fuhao Qiao; Lei Li; Lianghai Xie; Wenya Li; Linggao Kong; Binbin Tang; Taifeng Jin; Yiteng Zhang; Aibing Zhang; Limin Wang; Jijie Ma,2025,,posted-content,False,Discovery candidate — not screened,Atmosphere,,,,https://doi.org/10.5194/egusphere-egu24-10733
10.5194/egusphere-egu24-15635,Shallow Crustal Structures of Mars Beneath the InSight Landing Site Revealed by Frequency-Dependent P-wave Particle Motions,Xu Wang; Ling Chen; Xin Wang,2025,,posted-content,False,Discovery candidate — not screened,Interior,,,,https://doi.org/10.5194/egusphere-egu24-15635
10.5194/egusphere-egu24-22090,Combined impact and interior evolution models in three dimensions indicate a southern impact origin of the Martian Dichotomy,Kar Wai Cheng; Harry Ballantyne; Gregor Golabek; Martin Jutzi; Antoine Rozel; Paul Tackley,2025,,posted-content,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.5194/egusphere-egu24-22090
10.5194/egusphere-egu24-5382,MAVEN Observations of the Interloop Magnetic Reconnections at Mars,Guo Chen; Can Huang; Ying Zhang; Yasong Ge; Aimin Du; Rongsheng Wang; Lei Wang; Lican Shan; Christian Mazelle; Hao Luo,2025,,posted-content,False,Discovery candidate — not screened,Magnetism; Atmosphere,,,,https://doi.org/10.5194/egusphere-egu24-5382
10.5194/egusphere-egu25-12526,Ion acceleration at Mars Bow Shock - Results from MAVEN,Karim Meziane; Christian Mazelle; Cyril Simon-Wedlund; Jasper Halekas; Abdelhaq Hamza; Cesar Bertucci; David Mitchell; Jared Espley,2025,,posted-content,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.5194/egusphere-egu25-12526
10.5194/egusphere-egu25-12899,Influence of intrinsic thermal conductivity of a stably stratified molten silicate layer above Mars's core : insights from mantle convection simulations,Kar Wai Cheng; Frédéric Deschamps; Henri Samuel,2025,,posted-content,False,Discovery candidate — not screened,Interior,,,,https://doi.org/10.5194/egusphere-egu25-12899
10.5194/egusphere-egu25-13763,Validation of the AWSoM Solar Wind Magnetic Field Model with Upstream Mars Solar Wind Conditions from MAVEN Observations,Gangkai Poh; Jacob Gruesbeck; Nishtha Sachdeva; Zhenguang Huang; Gina DiBraccio,2025,,posted-content,False,Discovery candidate — not screened,Magnetism; Atmosphere,,,,https://doi.org/10.5194/egusphere-egu25-13763
10.5194/egusphere-egu25-14497,Layered subsurface in Utopia Basin of Mars revealed by Zhurong rover radar,Chao Li; Jinhai Zhang; Ling Chen; Lei Zhang; Yongxin Pan,2025,,posted-content,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.5194/egusphere-egu25-14497
10.5194/egusphere-egu25-17926,Combined neutron and X-ray tomography of Martian meteorite NWA 7034 to locate hydrous phases,Estrid Naver; Katrine Wulff Nikolajsen; Martin Sæbye Carøe; Jens Frydenvang; Martin Bizzarro; Jakob Sauer Jørgensen; Henning Friis Poulsen; Luise Theil Kuhn,2025,,posted-content,False,Discovery candidate — not screened,Meteorite magnetism; Meteorite provenance,,,,https://doi.org/10.5194/egusphere-egu25-17926
10.5194/egusphere-egu25-2747,Rapid Response of the Mars’ Induced Magnetosphere to an Interplanetary Magnetic Field Rotation: Tianwen-1 and MAVEN Observations,Rentong Lin; Shiyong Huang; Zhigang Yuan; Yuming Wang; Honghong Wu; Kui Jiang; Zhuxuan Zou; Tielong Zhang; Sibo Xu; Yue Dong; Qiyang Xiong; Huxing Huang,2025,,posted-content,False,Discovery candidate — not screened,Magnetism; Atmosphere,,,,https://doi.org/10.5194/egusphere-egu25-2747
10.5194/egusphere-egu25-3289,Electromagnetic Sounding on Mars with InSight,Anna Mittelholz; Alexander Grayver; Catherine L. Johnson; Federico Munch,2025,,posted-content,False,Discovery candidate — not screened,Interior,,,,https://doi.org/10.5194/egusphere-egu25-3289
10.5194/egusphere-egu25-3972,Evidence for Ancient Ocean Coastal Deposits Revealed by Zhurong Rover Radar on Mars,Li Jianhui; Liu Hai; Meng xu; Duan Diwen; Lu Haijing; Zhang Jinhai; Zhang Fengshou; Elsworthd Derek; Cardenas Benjamin T.; Manga Michael; Zhou Bin; Fang Guangyou,2025,,posted-content,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.5194/egusphere-egu25-3972
10.5194/egusphere-egu25-5415,"The characteristic and size-frequency distribution of rocks at Zhurong landing site, Mars",Xiukuo Sun; Juan Li; Shouding Li; Yanfang Wu; Shuo Zhang; Bo Zheng; Zhaobin Zhang; Tao Xu; Xinshuo Chen; Yiming Diao; Xiao Li,2025,,posted-content,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.5194/egusphere-egu25-5415
10.5194/egusphere-egu25-6974,Regional Mapping of MAVEN Orbital Magnetometer Data: Implications for the Nature of Crustal Field Sources and the Duration of the Mars Dynamo,Lon Hood; Travis Matlock; David Williams; David Crown; Joana Oliveira; Jasper Halekas; Benoit Langlais; Robert Lillis,2025,,posted-content,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.5194/egusphere-egu25-6974
10.5194/egusphere-egu25-7877,"Investigation of near-infrared spectroscopic characteristics of plagioclase in the Martian crust, implications from Martian meteorites",Guixin Xing; Lu Pan; Junfeng Chen; Yuyan Zhao,2025,,posted-content,False,Discovery candidate — not screened,Meteorite geochemistry,,,,https://doi.org/10.5194/egusphere-egu25-7877
10.5194/egusphere-egu25-8533,Coupled dichotomy retreat and aqueous alteration on Noachian Mars,Joseph McNeil; Peter Fawdon; Matthew Balme; Angela Coe; Javier Cuadros; Stuart Turner,2025,,posted-content,False,Discovery candidate — not screened,Dichotomy; Gravity and topography; Magnetism; Chronology; Surface and water; Volcanism and tectonics; Atmosphere,,,,https://doi.org/10.5194/egusphere-egu25-8533
10.5194/epsc-dps2025-1167,Comparing plasma measurements at Mars during close conjunctions of MAVEN and Mars Express,Judit Bergfalk; Dave Brain; Robin Ramstad; Neesha Schnepf; Shannon Curry; Yaxue Dong; David Mitchell; Shaosui Xu; Gwen Hanley; James McFadden; Mats Holmström; Futaana Yoshifumi; Jasper Halekas; Jared Espley,2025,,posted-content,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.5194/epsc-dps2025-1167
10.5194/epsc-dps2025-1547,Supervised Deep Learning for Mapping Small Craters on Mars,Cédric Millot; Cathy Quantin-Nataf; Matthieu Volat,2025,,posted-content,False,Discovery candidate — not screened,Chronology,,,,https://doi.org/10.5194/epsc-dps2025-1547
10.5194/epsc-dps2025-1580,Experimental ice:silicate craters and their application to Mars,Jack Ethan Finch; Penny Wozniakiewicz; Jon Tandy; Mark Burchell; Elliot Sefton-Nash; Luke Alesbrook; Detlef Koschny; Chrysa Avdellidou; Vassilia Spathis,2025,,posted-content,False,Discovery candidate — not screened,Chronology,,,,https://doi.org/10.5194/epsc-dps2025-1580
10.5194/epsc-dps2025-314,Gravity-driven tectonics at the dichotomy boundary (Mars),Filippo Carboni; Oguzcan Karagoz; Jonas Ruh; Thomas Kenkmann,2025,,posted-content,False,Discovery candidate — not screened,Dichotomy; Gravity and topography; Magnetism; Chronology; Surface and water; Volcanism and tectonics; Atmosphere,,,,https://doi.org/10.5194/epsc-dps2025-314
10.5194/epsc-dps2025-467,Clay Minerals Distribution across the Martian Crustal Dichotomy: Insights into Aqueous Environments on Early Mars,Jeremy Brossier; Francesca Altieri; Maria Cristina De Sanctis; Alessandro Frigeri; Marco Ferrari; Simone De Angelis; Enrico Bruschini; Andrea Apuzzo; Monica Rasmussen; Janko Trisic Ponce,2025,,posted-content,False,Discovery candidate — not screened,Dichotomy; Chronology,,,,https://doi.org/10.5194/epsc-dps2025-467
10.5194/epsc-dps2025-9,The primordial atmosphere of Mars was massive,Sarah Joiret; Alessandro Morbidelli; Rafael de Sousa Ribeiro; Guillaume Avice,2025,,posted-content,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.5194/epsc-dps2025-9
10.5194/epsc-dps2025-931,Constraining Martian Ice Deposits from an Effective Density Approach to Gravity and Topography and Implications for a future Mars Gravity Mission,Abigail Dunnigan; Michael Sori,2025,,posted-content,False,Discovery candidate — not screened,Gravity and topography,,,,https://doi.org/10.5194/epsc-dps2025-931
10.64628/ab.ft3f49r7x,"Mars has a solid inner core, resolving a longstanding planetary mystery – new study",Kevin Olsen; Mhairi Reid,2025,,posted-content,False,Discovery candidate — not screened,Interior,,,,https://doi.org/10.64628/ab.ft3f49r7x
10.7185/gold2025.31089,Resolving magmatic halogen signatures in nakhlite meteorites,Matthieu Almayrac; Lorraine Ruzié-Hamilton; Ray Burgess,2025,Goldschmidt2025 abstracts,proceedings-article,False,Discovery candidate — not screened,Meteorite magnetism,,,,https://doi.org/10.7185/gold2025.31089
10.7185/gold2025.31542,Could a layer of liquid silicate be present at Mars’ core-mantle boundary?,Megan Duncan; Matthew Weller; Scott King,2025,Goldschmidt2025 abstracts,proceedings-article,False,Discovery candidate — not screened,Interior,,,,https://doi.org/10.7185/gold2025.31542
10.7185/gold2025.31786,Discovery of a primitive Mg-rich clast within a proto-breccia fragment in NWA 7533,Ninna Korsgaard Jensen; Martin Bizzarro; Alexander Nemchin; Takashi Mikouchi,2025,Goldschmidt2025 abstracts,proceedings-article,False,Discovery candidate — not screened,Meteorite geochemistry,,,,https://doi.org/10.7185/gold2025.31786
10.1016/j.asr.2023.07.025,Design of Mars global longitudinal coverage constellation leveraging resonant and periodic orbits in Mars-Phobos-Deimos system,Gabriele Montesi; Federico De Grossi; Christian Circi,2024,Advances in Space Research,journal-article,False,Discovery candidate — not screened,Moons and impacts,,,,https://doi.org/10.1016/j.asr.2023.07.025
10.1016/j.icarus.2024.115972,Polyphase tectonics on Mars: Insight from the Claritas Fossae,Evandro Balbi; Gabriele Ferretti; Silvano Tosi; Laura Crispini; Paola Cianfarra,2024,Icarus,journal-article,False,Discovery candidate — not screened,Volcanism and tectonics,,,,https://doi.org/10.1016/j.icarus.2024.115972
10.1016/j.icarus.2024.116102,MRO overview: Sixteen years in Mars orbit,Richard Zurek; Leslie Tamppari; M. Dan Johnston; Scott Murchie; Alfred McEwen; Shane Byrne; Roberto Seu; Nathaniel Putzig; David Kass; Michael Malin; Bruce Cantor,2024,Icarus,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1016/j.icarus.2024.116102
10.1016/j.icarus.2024.116137,Combined impact and interior evolution models in three dimensions indicate a southern impact origin of the Martian Dichotomy,Kar Wai Cheng; Harry A. Ballantyne; Gregor J. Golabek; Martin Jutzi; Antoine B. Rozel; Paul J. Tackley,2024,Icarus,journal-article,True,Abstract consulted,Dichotomy,Coupled impact and long-term mantle models build thicker crust on the impacted southern hemisphere.,Tests an impact followed by geological evolution rather than an instantaneous crater alone.,Model preference is conditional on impact parameters and mantle viscosity; data are available on request.,https://doi.org/10.1016/j.icarus.2024.116137
10.1016/j.icarus.2024.116192,The dayside ionosphere of Mars observed by MAVEN NGIMS,Yuni Lee; Mehdi Benna; Paul Mahaffy,2024,Icarus,journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1016/j.icarus.2024.116192
10.1016/j.icarus.2024.116226,"Origin of ice in the Medusae Fossae Formation, equatorial Mars",James L. Fastook; James W. Head,2024,Icarus,journal-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1016/j.icarus.2024.116226
10.1016/j.icarus.2024.116283,"Moisture cycles in Jezero crater, Mars",Hannu Savijärvi; Jouni Polkko; Maria Hieta; German Martinez; Maria-Paz Zorzano; Leslie Tamppari; Ari-Matti Harri,2024,Icarus,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1016/j.icarus.2024.116283
10.1016/j.pss.2024.105924,"Clay mineralogy in west Chryse Planitia, Mars: Comparison with present and future landing sites",Jeremy Brossier; Francesca Altieri; Maria Cristina De Sanctis; Alessandro Frigeri; Marco Ferrari; Simone De Angelis; Enrico Bruschini,2024,Planetary and Space Science,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1016/j.pss.2024.105924
10.1016/s0262-4079(24)00539-6,A single meteorite created a billion craters on Mars,Leah Crane,2024,New Scientist,journal-article,False,Discovery candidate — not screened,Chronology,,,,https://doi.org/10.1016/s0262-4079(24)00539-6
10.1016/s0262-4079(24)01517-3,Strange meteorites traced to their source craters on Mars,Leah Crane,2024,New Scientist,journal-article,False,Discovery candidate — not screened,Chronology; Surface and water,,,,https://doi.org/10.1016/s0262-4079(24)01517-3
10.1029/2023gl105701,Constraints on Lateral Variations of Martian Crustal Thickness From Seismological and Gravity Field Measurements,Mélanie Drilleau; Henri Samuel; Raphaël F. Garcia; Attilio Rivoldini; Clément Perrin; Mark Wieczorek; Philippe Lognonné; William B. Banerdt,2024,Geophysical Research Letters,journal-article,True,Abstract consulted,Interior,Joint inversion of marsquake and geophysical information admits alternative thermal and crustal structures.,Tests compatibility between seismic structure and global geophysical constraints.,"Event locations, temperature and structure trade off; this is not a second global seismic network.",https://doi.org/10.1029/2023gl105701
10.1029/2023gl106788,Magnetic Field Signatures of Craters on Mars,A. Mittelholz; S. C. Steele; R. R. Fu; C. L. Johnson; R. J. Lillis; G. Stucky de Quay,2024,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Magnetism; Chronology,,,,https://doi.org/10.1029/2023gl106788
10.1029/2023gl107675,Atmospheric Escape From Earth and Mars: Response to Solar and Solar Wind Drivers of Oxygen Escape,W. K. Peterson; D. A. Brain; N. R. Schnepf; Y. Dong; P. Chamberlin; A. W. Yau,2024,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Atmosphere,,,,https://doi.org/10.1029/2023gl107675
10.1029/2024av001241,"Astrobiological Potential of Rocks Acquired by the Perseverance Rover at a Sedimentary Fan Front in Jezero Crater, Mars",T. Bosak; D. L. Shuster; E. L. Scheller; S. Siljeström; M. J. Zawaski; L. Mandon; J. I. Simon; B. P. Weiss; K. M. Stack; E. N. Mansbach; A. H. Treiman; K. C. Benison; A. J. Brown; A. D. Czaja; K. A. Farley; E. M. Hausrath; K. Hickman‐Lewis; C. D. K. Herd; J. R. Johnson; L. E. Mayhew; M. E. Minitti; K. H. Williford; B. V. Wogsland; M.‐P. Zorzano; A. C. Allwood; H. E. F. Amundsen; J. F. Bell; K. Benzerara; S. Bernard; O. Beyssac; D. K. Buckner; M. Cable; F. Calef; G. Caravaca; D. C. Catling; E. Clavé; E. Cloutis; B. A. Cohen; A. Cousin; E. Dehouck; A. G. Fairén; D. T. Flannery; T. Fornaro; O. Forni; T. Fouchet; E. Gibbons; F. Gomez Gomez; S. Gupta; K. P. Hand; J. A. Hurowitz; H. Kalucha; D. A. K. Pedersen; G. Lopes‐Reyes; J. N. Maki; S. Maurice; J. I. Nuñez; N. Randazzo; J. W. Rice; C. Royer; M. A. Sephton; S. Sharma; A. Steele; C. D. Tate; K. Uckert; A. Udry; R. C. Wiens; A. Williams,2024,AGU Advances,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1029/2024av001241
10.1029/2024eo240528,Martian Meteorite Points to Ancient Hydrothermal Activity,Katherine Kornei,2024,Eos,journal-article,False,Discovery candidate — not screened,Meteorite magnetism,,,,https://doi.org/10.1029/2024eo240528
10.1029/2024gl110921,Constraints on the Origin of the Martian Dichotomy From Southern Highlands Marsquakes,Weijia Sun; Hrvoje Tkalčić,2024,Geophysical Research Letters,journal-article,True,Abstract consulted,Interior,Different attenuation inferred along Terra Cimmeria and Cerberus paths is interpreted as a thermal contrast.,Provides a potential mantle-related expression of the dichotomy.,"Limited paths, scattering and source effects complicate temperature inference; present contrast does not uniquely date its cause.",https://doi.org/10.1029/2024gl110921
10.1029/2024gl111676,Space Weather Induces Changes in the Composition of Atmospheric Escape at Mars,K. G. Hanley; D. L. Mitchell; R. Lillis; C. M. Fowler; J. P. McFadden; R. Jolitz; S. Xu; M. Benna; J. Espley; F. Eparvier; S. Curry,2024,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Atmosphere,,,,https://doi.org/10.1029/2024gl111676
10.1029/2024je008461,"Water‐Limited Hydrothermalism and Volcanic Resurfacing of Eridania Basin, Mars",Emmy B. Hughes; James Wray; Suniti Karunatillake; Grace Fanson; Elise Harrington; Don R. Hood,2024,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1029/2024je008461
10.1029/2024je008505,Likely Ferromagnetic Minerals Identified by the Perseverance Rover and Implications for Future Paleomagnetic Analyses of Returned Martian Samples,Elias N. Mansbach; Tanya V. Kizovski; Eva L. Scheller; Tanja Bosak; Lucia Mandon; Briony Horgan; Roger C. Wiens; Christopher D. K. Herd; Sunanda Sharma; Jeffrey R. Johnson; Travis S. J. Gabriel; Olivier Forni; Yang Liu; Mariek E. Schmidt; Benjamin P. Weiss,2024,Journal of Geophysical Research: Planets,journal-article,True,Abstract consulted,Meteorite magnetism,Perseverance observations identify potential iron-oxide magnetic carriers in igneous rocks.,Helps prioritize contextualized samples for future rock-magnetic work.,Spectral identification of possible carriers is not a direct ancient paleofield measurement.,https://doi.org/10.1029/2024je008505
10.1038/s41467-024-51092-4,Weak magnetism of Martian impact basins may reflect cooling in a reversing dynamo,S. C. Steele; R. R. Fu; A. Mittelholz; A. I. Ermakov; R. I. Citron; R. J. Lillis,2024,Nature Communications,journal-article,True,Selected full-text sections consulted,Magnetism,Cooling and polarity reversals can suppress orbital anomalies above impact basins despite an active dynamo.,Tests whether weak basin magnetism actually requires post-dynamo formation.,The explored basin-size range is much smaller than Borealis; a direct extrapolation is not validated.,https://doi.org/10.1038/s41467-024-51092-4
10.1038/s41550-023-02191-7,Diverse volcanism and crustal recycling on early Mars,Joseph R. Michalski; A. Deanne Rogers; Christopher S. Edwards; Aster Cowart; Long Xiao,2024,Nature Astronomy,journal-article,False,Discovery candidate — not screened,Interior; Magnetism,,,,https://doi.org/10.1038/s41550-023-02191-7
10.1038/s41550-024-02343-3,Hypothesis of an ancient northern ocean on Mars and insights from the Zhurong rover,Le Wang; Jun Huang,2024,Nature Astronomy,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1038/s41550-024-02343-3
10.1038/s41586-023-06930-8,Author Correction: Geophysical evidence for an enriched molten silicate layer above Mars’s core,Henri Samuel; Mélanie Drilleau; Attilio Rivoldini; Zongbo Xu; Quancheng Huang; Raphaël F. Garcia; Vedran Lekić; Jessica C. E. Irving; James Badro; Philippe H. Lognonné; James A. D. Connolly; Taichi Kawamura; Tamara Gudkova; William B. Banerdt,2024,Nature,journal-article,False,Discovery candidate — not screened,Interior,,,,https://doi.org/10.1038/s41586-023-06930-8
10.1051/0004-6361/202348385,Width of the quasi-perpendicular bow shock region at Mars,Sara Nesbit-Östman; Herbert Gunell; Maria Hamrin; Hermann Opgenoorth; Laila Andersson,2024,Astronomy & Astrophysics,journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1051/0004-6361/202348385
10.1109/aero58975.2024.10521228,The Last Days of Mars InSight,Scott G. C. Edgington; James W. Ashley; W. Bruce Banerdt; Jessica E. Cameron; Blake R. Charlton; Kathya Zamora Garcia; Scott G. Lever; Mark P. Panning; Charles P. Scott; Emily Eelkema Stough,2024,2024 IEEE Aerospace Conference,proceedings-article,False,Discovery candidate — not screened,Interior,,,,https://doi.org/10.1109/aero58975.2024.10521228
10.1109/igarss53475.2024.10640721,Geological Features of Martian Coastline Revealed by Mars Rover Penetrating Radar (Roper) Onboard Zhurong Rover,Li Jianhui; Liu Hai; Meng Xu; Duan Diwen,2024,IGARSS 2024 - 2024 IEEE International Geoscience and Remote Sensing Symposium,proceedings-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1109/igarss53475.2024.10640721
10.1109/igarss53475.2024.10642003,Icebergs on Early Mars,Alberto G. Fairén; Christopher Woodworth-Lynas,2024,IGARSS 2024 - 2024 IEEE International Geoscience and Remote Sensing Symposium,proceedings-article,False,Discovery candidate — not screened,Meteorite geochemistry; Chronology,,,,https://doi.org/10.1109/igarss53475.2024.10642003
10.1109/tgrs.2024.3350030,Radiation Pattern Compensation Reverse Time Migration of Zhurong Mars Rover Penetrating Radar,Shichao Zhong; Yibo Wang; Yikang Zheng; Ling Chen,2024,IEEE Transactions on Geoscience and Remote Sensing,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1109/tgrs.2024.3350030
10.1111/1755-6724.15189,The Source Crater of Depleted Shergottites,Fanglu LUO; Zhiyong XIAO; Rui XU; Yiren CHANG; Yizhen MA; Wei CAO; Yunhua WU; Yichen WANG,2024,Acta Geologica Sinica - English Edition,journal-article,False,Discovery candidate — not screened,Meteorite provenance,,,,https://doi.org/10.1111/1755-6724.15189
10.1111/maps.14136,The Martian crustal field recorded in Antarctic meteorite Grove Mountains 020090,Ting Cao; Huapei Wang; Shaochen Hu; Kaixian Qi,2024,Meteoritics & Planetary Science,journal-article,True,Abstract consulted,Meteorite magnetism,GRV 020090 is interpreted to preserve a Martian thermal remanence; shock loss makes 1.6 microtesla a lower bound.,Adds an Antarctic shergottite constraint and a local-crustal-field interpretation.,Abstract and data statement consulted; a proposed source region and lower bound are not a global dynamo measurement.,https://doi.org/10.1111/maps.14136
10.1126/sciadv.adn2378,The source craters of the martian meteorites: Implications for the igneous evolution of Mars,Christopher D. K. Herd; Jarret S. Hamilton; Erin L. Walton; Livio L. Tornabene; Anthony Lagain; Gretchen K. Benedix; Alex I. Sheen; H. J. Melosh; Brandon C. Johnson; Sean E. Wiggins; Thomas G. Sharp; James R. Darling,2024,Science Advances,journal-article,True,Abstract consulted,Meteorite geochemistry and provenance,Links groups of Martian meteorites to candidate source craters through ejection and geological modelling.,Allows explicit provenance hypotheses for comparing meteorites with mapped provinces.,Meteorites from the same launch group must not be counted as independent regional observations.,https://doi.org/10.1126/sciadv.adn2378
10.1126/sciadv.adq3694,Zircon trace element evidence for early hydrothermal activity on Mars,Jack Gillespie; Aaron J. Cavosie; Denis Fougerouse; Cristiana L. Ciobanu; William D. A. Rickard; David W. Saxey; Gretchen K. Benedix; Phil A. Bland,2024,Science Advances,journal-article,True,Abstract consulted,Meteorite geochemistry and provenance,Nanometre-scale mineral and chemical evidence in ancient zircon is interpreted as early hydrothermal activity.,Links water–rock interaction to early crustal modification and possible magnetic carriers.,A local grain-scale environment does not establish a planet-wide ocean or magnetic field.,https://doi.org/10.1126/sciadv.adq3694
10.1126/science.zgfv9bh,NASA’s Mars rover probes ancient shorelines for signs of life,,2024,AAAS Articles DO Group,dataset,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1126/science.zgfv9bh
10.1130/abs/2024am-402047,PETROLOGY FINDINGS AND FALLBACKS SURROUNDING MARTIAN METEORITES,Not Provided; Arya Udry; Amanda M. Ostwald; Lydia J. Hallis,2024,Geological Society of America Abstracts with Programs,proceedings-article,False,Discovery candidate — not screened,Meteorite magnetism,,,,https://doi.org/10.1130/abs/2024am-402047
10.1130/abs/2024am-403124,POSSIBLE YOUNG LACUSTRINE DELTAS AND YARDANGS ON THE MARTIAN DICHOTOMY BOUNDARY,University of New Mexico; Joshua Williams; Louis A. Scuderi; Horton E. Newsom; Sebastian A. Los,2024,Geological Society of America Abstracts with Programs,proceedings-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1130/abs/2024am-403124
10.1130/abs/2024am-404209,EXPLORATION OF CARBONATE-RICH ROCKS IN THE MARGIN UNIT OF JEZERO CRATER ON MARS BY THE PERSEVERANCE ROVER,Purdue University; Briony Horgan; Bradley Garczynski; Candice Bedford; Elise Clave; Sanjeev Gupta; Joel Hurowitz; Alex Jones; Eleni Ravanis; Michael M. Tice; Kenneth H. Williford,2024,Geological Society of America Abstracts with Programs,proceedings-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1130/abs/2024am-404209
10.1145/3704137.3704169,Z3DVS : A 3D visualization System for Zhurong Mars Rover Science Operations,Xingye Gao; Wei Zuo; Zhoubin Zhang; Chunlai Li,2024,Proceedings of the 2024 8th International Conference on Advances in Artificial Intelligence,proceedings-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1145/3704137.3704169
10.1190/iceg2023-024.1,3D imaging of Mars’ shallow subsurface with orbital radar data,Frederick J. Foss; Nathaniel E. Putzig; Matthew R. Perry; Gareth A. Morgan; Aaron T. Russell; Bruce A. Campbell; Stewart A. Levin; John W. Holt; Michael S. Christoffersen; Isaac B. Smith,2024,"Seventh International Conference on Engineering Geophysics, Al Ain, UAE, 16–19 October 2023",proceedings-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1190/iceg2023-024.1
10.2110/sepmmisc.24.125,"The Mars 2020 Perseverance Rover’s Exploration of the Sedimentary Rock Record in Jezero Crater, Mars",Kathryn Stack; The Mars 2020 Science Team,2024,The Past is the Key to a Sustainable Future,book-chapter,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.2110/sepmmisc.24.125
10.21203/rs.3.rs-4423842/v1,Seismic Detection of a 600-km Solid Inner Core on Mars,Daoyuan Sun; Huixing Bi; Ningyu Sun; Zhu Mao; Mingwei Dai; Douglas Hemingway,2024,,posted-content,False,Discovery candidate — not screened,Interior,,,,https://doi.org/10.21203/rs.3.rs-4423842/v1
10.21203/rs.3.rs-4627592/v1,Subsurface Water in Mars' Shallow Diluvium Deposits: Evidence from Tianwen-1 Radar Observations,Chunyu Ding; Changzhi Jiang; Yan Su; Jiawei Li; Ravi Sharma; Yuanzhou Liu,2024,,posted-content,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.21203/rs.3.rs-4627592/v1
